college,department,number,course,description
CAS, Religious Studies,135, Architects of Solidarity,"Starting with the Jesuit claim of education for “solidarity for the real world,” students explore the rhetorics of solidarity in different intellectual and faith traditions and how these rhetorics frame issues such as poverty, intolerance, suffering, and globalization to inspire and justify action on behalf of others. Course requirements include field work with local organizations whose missions include solidarity across religious, economic, ethnic, or geographic differences. (5 units)"
CAS, Religious Studies,NEW 136, Religion in Latin America,"Develops intellectual tools to explore with depth and clarity the recent religious pluralism in Latin America and the Caribbean. Examines distinct historical legacies, socio-cultural contexts, political and economic processes, and the role that faith, belief, and ""conversion"" play in people's lives and cultures. [5 units]"
CAS, Religious Studies,NEW 143, Religion and Mass Incarceration in the US,"This course is a survey of our contemporary understandings of the rise of mass incarceration in American public life. In addition, this course will examine religious/theological interpretations and responses to mass incarceration. Particular attention will be given to the cultural, political, and theological aspects that have sustained mass incarceration for nearly three decades. Furthermore, the course will examine the particular ways in which mass incarceration disproportionately affects persons of color in general and African Americans in particular, as well as its gendered character. [5 units]"
CAS, Religious Studies,NEW 161, Faith and Philosophy: Latine Perspectives,"Human beings are meaning-making creatures. Faced with a world that is unstable and tragic, people have long drawn on philosophical and religious reasoning to make sense of their precarious reality. In this course, we will approach religion and philosophy not in terms of eternal or detached truths, but rather, as organic, creative, and culturally-informed responses to life's pressing challenges. Towards this end, we will consider how various expressions of U.S. Latine thought and practice reflect humankind's perennial quest for meaning. (5 units)"
CAS, Religious Studies,175, Mapping Living Religion,
CAS, Religious Studies,184, Race and Religion in the United States,"Begins with an examination of the living situation of people of African descent in the United States, as well as an analysis of their social context—economic, educational, and political aspects. Considerations are then given to the effects the Christian message has had in this situation. Also listed as ETHN 166. (5 units)"
CAS, Religious Studies,188, Religion and Violence,"Examines the historical and contemporary relationships between religious ideologies and personal and institutional practices of coercion, force, and destruction. (5 units)"
CAS, Religious Studies,190, Islam: Reformation and Modernity,"Comparative study of contemporary Islam. Beginning with the study of origins and basic doctrines of Islam, this course will study its development to the modern world. Main focus will be on Islam’s interaction with different cultures, emphasizing political implications of the rise of revivalism. (5 units)"
CAS, Religious Studies,198, Practicum,(1–5 units)
CAS, Religious Studies,199, Directed Reading and Research,For religious studies majors only. (1–5 units)
CAS, Religious Studies,NEW 190, Seminar in Interreligious Dialogue,"This seminar is devoted to exploring various historical and contemporary approaches for understanding the hopes and challenges involved with inter-religious dialogue and encounters. The intensive seminar structure will enable students to explore a diverse array of methodological approaches for investigating inter-religious engagements, rituals, communities, beliefs, and experiences. In this course students will explore questions like, what defines a successful dialogue with people of different religious commitments? What is the relationship between comparative theology and civic ideals like pluralism? How might inter-religious dialogue contribute to conflict resolution, social justice, and peace? (5 units)"
CAS, Sociology,1, Principles of Sociology,Introduces students to the field of sociology. Emphasis on the major sociological perspectives and the basic elements of sociological analysis. Introductory exposure to research methodology. (4 units)
CAS, Sociology,11A, and 12A Cultures & Ideas I and II ,"This two-course sequence focuses on a major theme in human experience and culture over a significant period of time. Courses emphasize either broad global interconnections or the construction of Western culture in its global context. Soci 11A will cover disruption of global cultures in the context of transformative shift, and Soci 12A will cover emerging global cultures in the age of the internet. Successful completion of C&I I (SOCI 11A) is a prerequisite for C&I II (SOCI 12A). (4 units each quarter)"
CAS, Sociology,30," Self, Community, and Society","Explores a specific topic related to the self, community, and society. Use of sociological theories, research, community-based learning, and civic engagement activities to help students analyze and explore the role of the individual in influencing community and society as well as how the individual is shaped by these entities. (4 units)"
CAS, Sociology,33, Social Problems in the United States,"Provides an overview of contemporary social problems in the United States from a sociological perspective with a major emphasis on the ways race, class, and gender shape the development of specific social problems and the public policies offered to address them. Topics may include the economy, economic dislocation, resource deprivation, and social inequalities. (4 units)"
CAS, Sociology,35, Introduction to Research Design and Methods,"Introduces students to the logic and basic methods of sociological research. The focus is on research methods used regularly by sociologists such as participant observation, interviewing, and surveys/statistical analysis. Through a combination of readings and exercises, students will be exposed to a few of sociology’s best practices using each of these methods, as well as how to collect data appropriate to the nature of a project. We will reflect on research ethics and on opportunities for integrating quantitative and qualitative methods throughout the course. Students will gain an understanding of research design, earn IRB Certification, and learn to write a research proposal. (4 units)"
CAS, Sociology,49," Media, Tech, and Society","Examines the reciprocal impacts of media, tech, and  society, as well as the roles of individuals, groups, institutions, and/or culture on the development, reception, use, and/or deployment of media and technology. Looks at the transforming or potentially transforming effects of media and tech on society. (4 units)"
CAS, Sociology,60, Social Entrepreneurship—Leading Change,This interdisciplinary course examines social entrepreneurship and innovation in the context of global and local social issues.. Students learn to apply design thinking to innovate solutions to social problems with an emphasis on grassroots or community-centered problem solving. (4 units)
CAS, Sociology,65, Crime and Delinquency,"Broadly surveys major issues surrounding the causes and nature of, and solutions to, the problem of crime and delinquency in the United States. (4 units)"
CAS, Sociology,91, Lower-Division Seminar in Sociology,Seminar for first-year students and sophomores on selected issues in sociology. May be repeated once for credit if the topic changes. Prerequisite: By permission of the instructor and sociology chair only. (4 units)
CAS, Sociology,99, Sociology of Religion ,"Using early and American Christianity as examples, this class examines how various social forces shape the religious beliefs and practices of people of faith. In particular it draws on a number of sociological perspectives, looking both at their historical and philosophical underpinnings and at what they can tell us about religious growth, faith in the modern world, and religiously inspired social action. (4 Units)"
CAS, Sociology,118, Qualitative Methods,"This course provides students with an understanding of qualitative methods for social research by focusing on (1), a selection of qualitative methods and techniques in sociology; and (2), considerations for carrying out high-quality qualitative research. Students gain hands-on experience by producing a qualitative research project. Prerequisites: SOCI 1, 35. (5 units)"
CAS, Sociology,119, Sociological Theory,"Introduces students to a broad range of sociological theories and investigates the social, cultural, political, economic, and technological changes that inspired them. This course is intentional about including theorists who were previously excluded from the canon. Uses an intersectional perspective to help explain how various social systems (capitalism, modernity, racism, colonialism, bureaucracy, patriarchy) work together to create our social world, and how people resist those systems in words and actions.  (5 units)"
CAS, Sociology,120, Survey Research and Statistical Analysis,"Applies quantitative research designs and statistics to examine sociologically relevant research questions empirically, with attention to the scientific reasoning behind quantitative methodology. Statistical analyses conducted using a statistical package such as SPSS. Prerequisites: SOCI 1, 35. (5 units)"
CAS, Sociology,121, Research Capstone,"Using social science expertise gained in their sociology methods classes, students implement a sociological research project that brings together theoretical and research perspectives. This course is restricted to sociology majors and minors. Prerequisites: SOCI 1, 35, 118, 119, and 120. (5 units)"
CAS, Sociology,122, Applied Capstone,"Using skills gained in their methods classes, students implement an applied research project and learn about the use of applied research in a variety of settings (such as workplaces, non-profits, or other organizations). Students learn to identify problems and generate research-based solutions in areas such as policy, interventions, user-focused design, and/or human service provision etc.  Sociology majors only. Prerequisites: SOCI 1, 35, 118, 119, and 120. (5 units)"
CAS, Sociology,195, Silicon Valley Seminar,"Students will be professionalized to disseminate their work in a scholarly venue such as a conference and/or publication. Prerequisites: SOCI 118, SOCI 119, SOCI 120, SOCI 121 or SOCI 122 and recommendation of faculty. (5 units)"
CAS, Sociology,198, Public Sociology,"Presents an opportunity for students with junior or senior standing to reflect on their sociological insights gained as a public sociologists, develop professional skills, and apply sociological training to a specific field experience/internship. Students will participate in a range of civic engagement and professionalization assignments that encourage students to use their  sociological imagination. The course may be repeated to earn upper division credits with a maximum of 10 units counted towards the major/minor as two elective courses. (5 Units)"
CAS, Sociology,109, Sociology of Education,"Introduces students to the main issues in the sociology of education, including the role of individuals, different types of schools and organizations, community, and policy. Students will analyze their own educational trajectories and understand the experiences of others by engaging in a community-based learning placement and reflecting on their observations and by analyzing data from schools and neighborhoods. The education system in the United States will be the main focus, with some opportunities for cross-cultural analysis. This course requires that students meet all the qualifications for enrolling in and completing an Arrupe placement. (5 units)"
CAS, Sociology,126, Intersectionality: Principles and Praxis,"How do categorical identities, including race, gender, class, sexuality, disability, etc., work together to create our lived experiences? What is the use of intersectionality as a buzzword, or public concept, in contemporary struggles for social recognition, integration, and equity? This course is an introduction to thinking about intersectionality, as a theoretical frame, a description of lived experience, and method of praxis. It will examine the history and application of intersectionality from black women's movements of the 1970s, to its codification in legal theory, to current scholarship and activism that have intersectionality and intersectional experiences at their core. Also listed as WGST 125. (5 Units)"
CAS, Sociology,127, Group Dynamics,"Explores the structure and social processes of socialization in small and large groups. Concepts such as power and prestige, leadership, communication networks, collaboration and conflict, game theory, and distributive justice are examined. (5 units)"
CAS, Sociology,127A, Leadership4Good: Ethics and Social Justice,"Students examine sociological approaches to ethics and social issues. Students practice being ""public sociologists"" by enlisting research to encourage individual and societal decisions that are ethical and justice-oriented when considering potential solutions to social problems. (5 units)"
CAS, Sociology,128," Faith, Facts, and Filters: Spirituality, Ethics, and Digital Landscapes ","In this course, students learn about religion, science, and technology from a social scientific perspective. Social scientific theory and data about human behavior and societies will enable us to make more well-informed decisions about our civic and professional lives. In this course, students will develop an understanding of how the social sciences produce knowledge in distinctive ways and gain experiences in assessing theory and evidence with a specific focus on the intersection between religion, science, and technology. (5 units)"
CAS, Sociology,129, Research Teams and Professional Futures  ,Involves intensive professionalization opportunities to work in project teams with faculty on research projects of the instructors’ choosing. May be taken multiple times for credit. If taken twice for two quarters for four units total it may count as one sociology elective towards the major or minor. Written instructor approval necessary for registration. (2 units)
CAS, Sociology,130, Design Thinking for Sustainable Social Justice,"This course examines social entrepreneurship and innovation in the context of global and local social issues. It engages skills including creativity, critical and ethical thinking, reflection, leadership, empathy, and teamwork. Students learn design thinking skills to become innovators and problem solvers. (5 units)"
CAS, Sociology,131,  Sociology of Gender,"Gender is a central organizing principle in social relations, giving rise to institutional and social practices that distinguish between men and women on the basis of apparent difference and inequality. This course develops the sociological analysis of gender systems in contemporary American society. In this course, we will critically examine the multiple ways that gender (and connections between gender, race, and sexuality) structures the social world in which we live, and the way that race and sexuality interact with gender. Also listed as WGST 132 (5 units)"
CAS, Sociology,132, Inequality and the American Dream,"This course examines how inequality has emerged and is sustained in American society, and how it has contributed to the creation of a social hierarchy—that is, the process of social stratification. We will specifically examine this phenomena through the lenses of economic class, which is the root of social stratification theory, as well as gender and race. Students will gain tools to critically examine the historical and contemporary operation of social inequality broadly defined and how it relates to the American dream. (5 units)"
CAS, Sociology,133, Politics and Society in Developing Societies,"Explores social order and political change in developing nations. Content includes the relationship between economic and social development and the emergence of democratic, authoritarian, or revolutionary regimes in Africa, Asia, and Latin America. Emphasis is on ways in which the international system influences development through investigation of theories of interdependence, dependency, transnationalism, and globalization. (5 units)"
CAS, Sociology,134, Globalization and Inequality,Explores globalization through examination of global cases from diverse international settings. Foci may include but are not limited to: innovation as a process that may create new opportunities for some and new forms of disadvantage for others; social change associated with different challenges and technologies as drivers of change..  (5 units)
CAS, Sociology,135, Social Change in Latin America,"Examines processes of social change, revolutions, and social mobilization in Latin America, and the participation of different groups–including women–in cultural production, politics, national development, etc.  Case studies are chosen by the instructor. Also listed as WGST 128. (5 units)"
CAS, Sociology,136, Sociology of Sexualities,"This course examines sexuality and the various theoretical and methodological approaches that have been used in sociological studies of sexuality, including those that guide sexuality-related analyses of identities, practices, and behaviors; power and politics; sexual interaction and social relations (at the micro and macro levels); morality and social control; and intersectionality. Such explorations include examining the history of sexuality in the West, and social and academic debates on sexuality, including the types of evidence used to support various theoretical and/or political conclusions that impact particular groups of people differently. (5 units)."
CAS, Sociology,137, Global Development and Social Change,"Examines how conflicts and significant social, economic, and political trends and issues in contemporary United States society and in the world contribute to social change, global migration, and refugee movements. The course discusses contemporary sociological concepts, principles, theories, and applications for understanding population movements as they search for social justice around the world. (5 units)"
CAS, Sociology,138, International Sociology ,"Using international case studies, students will understand historical and current trends such as popular culture and media, global trends and change, as well as critical social, cultural, economic, and environmental factors. They will also critically learn about local, global, and glocal processes. (5 units)"
CAS, Sociology,139, Sports and Society: Controversies and Issues,"This course introduces the sociological study of sports in society by considering the following questions: 1) How do culture and values influence sports; 2) How do sports influence culture and values; and 3) What is the relationship between sports and the media, politics, economics, race, social class, sexual orientation, and other critical variables sociologists use to understand society. This course will also include discussion of student questions related to sports and society, which will be integrated throughout the course. The course is thus interested in social change in sports as well as social change through sports. (5 units)"
CAS, Sociology,140, Urban Sociology,"Involves critical inquiry into urban sociology and theoretical and practical exposure to metropolitan issues. Explores unresolved paradoxes in how we understand urban life and the role of structural and cultural conditions in creating or adding to urban problems such as the dispersion of marginalization, gentrification, displacement, crime, housing, and the social organization of urban America. (5 units)"
CAS, Sociology,141, Climate Justice   ,"How does climate change affect people differently across the U.S. and the world and what can we do about it? Sociology can help us understand the challenges of climate change and its disproportionate burdens on marginalized communities. We will briefly review climate science, but the core themes of the course concern questions about economics and social justice, power and institutions, and the possibility of creating new, more sustainable ways of living on earth. By incorporating principles of sustainability, we will learn to understand the interrelated spheres of social, environmental, and economic research and action that compose climate justice. (5 units)"
CAS, Sociology,142, Change Agents and Tech4Good ,"This course will examine how students can become change agents and work in leadership positions and/or effective teams. Examining different case studies, students will probe the transformation enacted by using frugal technologies, design thinking, social entrepreneurship, and other vehicles for positive social change. Topical areas of inquiry may include but are not limited to sustainability, innovation, social mobility, wellbeing, and/or diverse costs/benefits of varied technologies. (5 units)"
CAS, Sociology,143, Social Media and Mindfulness: Spirituality and Diversity  ,"This course explores the diverse manifestations of spirituality in US society, including its presentation on digital platforms, such as TikTok and YouTube.  In this course, equipped with robust methodological tools, students will explore the innovative practices of religion, spirituality, mindfulness, and the reinforcement of social inequalities through religion. Students will also develop understandings on how to leverage religion to combat with social inequalities, and promote diversity on and off digital platforms.  (5 units)"
CAS, Sociology,144, Sociology of Belonging and Community  ,"Students consider the current research on belonging and loneliness, specifically how the combination of identity, social context and connections, and communities influence belonging. The role of community service, policy, and civic-engagement as individual pursuits and collective contributors to belonging will also be explored. As part of the course, students will engage in a community-based learning placement to learn from others the role that communities and community-based organizations play in helping members and participants feel part of communities and design a participatory program to build community. (5 units)"
CAS, Sociology,145, Popular Culture in the Era of Mass Imprisonment,"In this class students will examine how popular culture in the era of mass imprisonment (approximately 1970-present) has socialized, reflected, and resisted the discourses central to driving and legitimizing the expansion of carceral control. We will discuss how particular tropes and narratives about crime and justice have been used to justify increasing police budgets and legal powers, as well as magnify restrictions and penalties against criminalized communities. Students will explore the ways that these stories and images have been represented in various forms of media (particularly film and television), and learn to connect these representations to the politics of carceral expansion prevalent at the time. Throughout this course we will discuss how storytelling, evolving technology, and cultural/artistic movements have been essential for convincing the public to see criminal threats as real and restrictive social control as necessary; at the same time, these have also been key for artists and organizers seeking to challenge the logic of law-and-order politics, reflect the experiences of those most impacted by these politics, or defend their communities from carceral state violence. (5 units)"
CAS, Sociology,148, Diversity Issues in Contemporary American Organizations ,"Offers a serious exploration of both the ethical and practical challenges posed by the diversity of stakeholder interests in organizations. Critical reflection on the implications of client-centered approaches to organizational activity for people working in organizations, and also for structure, culture, communication, and process in those organizations. Requires a community-based learning placement working alongside and/or in the service of persons who are marginalized in the local community. (5 units)"
CAS, Sociology,149," Tech, Innovation, and Culture","Examines the interplay between tech, innovation, and culture. Explores the impact of society on the development of science/technology and the potential reciprocal influences of scientific and technological innovation on culture and society. (5 units)"
CAS, Sociology,150, Immigrant Entrepreneurship and Experiences,"Immigrant businesses represent a growing sector within the United States economy and contribute to social, political, and cultural changes in the United States. Examines the development and significance of immigrant business owners and the communities clusters within which these businesses are located including Silicon Valley. Also listed as ETHN 170. (5 units)"
CAS, Sociology,152," Work, Culture,  and Society in the 21st Century ","This course examines socioeconomic variation in work practices across cultures, and socities.  Foci may include mobility and opportunity, wealth and wage gaps, labor markets and unions, and family and gender dynamics. Also listed as WGST 181. (5 units)"
CAS, Sociology,153," Race, Class, and Gender in the United States","Examines the sociological nature of the intersectionality of race/ethnicity, social class, and gender by focusing on the interrelationships among social institutions, power relationships, and cultural patterns. May also focus on the impact of popular culture on the social construction of social identities. Also listed as ETHN 151 and WGST 115. (5 units)"
CAS, Sociology,154," Inequality, Poverty, and Social Policy in the United States","Over the last several decades, inequality in the U.S. has increased substantially. Why has this happened, and what can be done about it? This course examines the causes and consequences of U.S. poverty and inequality, and explores strategies for addressing it. The course will begin by surveying the basic features of poverty, income and wealth inequality, and economic mobility in the 21st century. We cover the major theoretical explanations scholars have advanced to explain the persistence of poverty and inequality including labor markets, healthcare, and education, housing and neighborhoods, and more. Students will engage in different forms of policy-relevant writing and discussion, including debates, policy proposals, and letters to policymakers. (5 Units)"
CAS, Sociology,157, Sociology of Family,"Examines the socio-historical development of American marriage and family as complex and dynamic social institutions, with emphasis on the ways in which private and public spheres interact.. Topics may include dating, relationship, and family formation; marriage, childhood and parenting; divorce, gender, work, and family; and U.S. family policy.  Also listed as WGST 182. (5 units)"
CAS, Sociology,158, Deviance and Social Control,"Examines how the designation of communities and behaviors as deviant reinforces power hierarchies and forms of social control. Topics may include eating disorders, relationship abuse, child abuse, sexual harassment, substance abuse, and others. Theoretical perspectives could include classical and contemporary, critical theory, feminist theory, critical race theory, etc. (5 units)"
CAS, Sociology,159, Crime and Punishment,"Examines criminal behavior on the aggregate level and its effects in the United States and other societies. Topics may include violent and nonviolent forms of criminality, as well as political violence and terrorism or corporate crimes etc.. Theoretical emphases may include classical,contemporary, critical, and social justice perspectives. (5 units)"
CAS, Sociology,160, Law and Society,"Surveys classical and contemporary sociological theories of law and society. Topics typically include the social construction of law; law and capitalism; law and social solidarity; gender, race, and class inequality and the law; and private/public divisions and the law. (5 units)"
CAS, Sociology,161, The Criminal Justice Systems,"Examines criminal justice systems in the United States and other countries from a comparative perspective. Topics typically include law enforcement, the courts, corrections (prisons and probation), and juvenile criminal justice systems. Theoretical emphasis on classical and contemporary critical and social justice perspectives. (5 units)"
CAS, Sociology,162, Gender and Justice,"Includes topics relevant to gender and justice related to criminology and criminal justice systems, with a particular emphasis on the experiences of women and justice. Also listed as WGST 188. (5 units)"
CAS, Sociology,163," Leisure, Culture, and Work ","Examines the evolution of leisure and work in industrial as well as pre-and/or  postindustrial societies. Foci may include conceptions of work, group influences, and cultural shifts. The course also covers how new technologies and flexible work schedules impact relationships and personal leisure. (5 units)"
CAS, Sociology,164, Social Movements,"The course focuses on why some people join movements, when others do not, how technology affects movement building, how movements work with organizations to mobilize resources, why political actors and context matter, and how framing significantly affects movement success. The course focuses on several major social movements including the Civil Rights Movement, the Feminist Movement, Gay Liberation Movements, Disability Justice, Immigrant Rights Movements, Black Lives Matter, and recent Far Right Movements (5 units)."
CAS, Sociology,165, Human Services,"Provides an introduction to the field of human services. Topics include the connections between societal understanding of social problems, programs, and policies; work and management issues in public and nonprofit human service agencies; human services in a multicultural context; and opportunities to learn through community-based placements serving marginalized communities and from human service professionals. (5 units)"
CAS, Sociology,168," Democracy, Populism, Authoritarianism","Involves analysis of power relations in the United States and examination of different dimensions of power and popular participation from a comparative perspective. Particular emphasis is on the development of state-society relations, legitimation, strategies of resistance, and civil society. (5 units)"
CAS, Sociology,172, Management of Health Care Organizations,"Explores the sociological and practical issues of operations, financing, and management in organizations providing services for people with health problems (organizations such as nursing homes and hospitals) or people with infirmities (organizations such as senior care centers and assisted living facilities). Also listed as PHSC 172. (5 units)"
CAS, Sociology,175, Race and Inequality,"Examines the racial/ethnic inequality that African, Asian, Hispanic, and Native Americans and other groups experience in contemporary United States society. This course covers theories of race and ethnicity, examines empirical research on a range of topics (poverty, social class, assimilation, identity, segregation, stereotyping), and explores the meaning and consequences for racial/ethnic inequality in the future. Also listed as ETHN 167. (5 units)"
CAS, Sociology,176, Care and Dignity Across the Lifecourse,"A survey of public policy issues particularly care and care work. Includes consideration of the legal aspects of death and dying, involuntary commitment, guardianship and conservatorship, age discrimination, public benefit programs, and nursing homes. (5 units)"
CAS, Sociology,180, Immigrant Communities,"Explores the impact of immigration to the United States, particularly the effect of the immigration reform law of 1965 that resulted in large increases in immigration to the United States, particularly from Latin America and Asia. This wave of immigrants and their U.S.–born children has significantly changed the fabric of American society. Examines case studies of immigrants and the second generation from Cuba, Mexico, Central America, Vietnam, and the Caribbean Basin using comparative sociological perspectives and theories of community formation . Also listed as ETHN 171. (5 units)"
CAS, Sociology,181, Power of Pop Culture and Innovation ,"From social media to major sporting events to music festivals and beyond, this course unpacks the power of popular culture in our everyday lives with attention to key sociological themes such as status, identity, and power. Students will explore how diverse forms of popular culture depend on technological innovation and diffusion, as well as how popular culture can initiate societal change. From influencers to athletes to musicians, topics may include but are not limited to music, movies and TV, art, fashion, dance, cyberculture, sports, etc. Current phenomena chosen by instructor with case studies such as TikTok, Super Bowl, and Coachella (5 units)"
CAS, Sociology,182," Entrepreneurship, Consumer Culture, and Social Change ","This course uses the sociological imagination to consider how shopping and consumption have the power to reflect and channel social and cultural change. Considering key case studies (such as Amazon,Shark Tank, and Fast Fashion) students will explore how shopping and consumption are driven by technological change and innovation to consider how shopping, buying, and selling are deeply rooted social practices that tell us much about culture, values, and the influence between society and technology. (5 units)"
CAS, Sociology,184, Research in Social Entrepreneurship ,"Introduces keywords and concepts in social entrepreneurship; business plans and technology strategies used in this field; three economic sectors in which social entrepreneurship has been applied; and tools for reflection upon personal vocation. Prepares students for a summer immersion experience with social entrepreneurs, and for conducting ethnographic research overseas by developing the social and technical skills they will need to work with these enterprises. Enrollment restricted to those selected as Miller Center Lewis Family Fellows. Also listed as ELSJ 134. (5 units)"
CAS, Sociology,185, Seminar in Social Entrepreneurship ,"This course draws upon field experiences of MIller Center Lewis Family fellows and creates opportunities for reflection on their own personal development as leaders, and in the art and science of research. Weekly seminars will consist of fellows presenting their own research and reflections upon their vocation. Research projects will analyze the social impact of the entrepreneurs' work and the role technology plays in providing social benefit. Students will reflect upon their experience of engaging with the communities served by social entrepreneurs, and the implications for their own vocation. Also listed as ELSJ 135. Required prerequisite: ELSJ 134 or SOCI 184 (Research in Social Entrepreneurship). (5 units)"
CAS, Sociology,190, Advanced Seminars in Sociology,"Seminars for juniors and seniors in which selected issues in sociological theory or current problems of social relevance are investigated in depth. Like in any seminar, students who enroll in the course are expected to actively contribute to the examination of the topics at hand. May be repeated once for credit if the topic changes. (5 units)"
CAS, Sociology,194, Peer Educators,"Peer educators in sociology work closely with a faculty member to help students in a course understand course material, think more deeply about course material, benefit from collaborative learning, enhance student confidence in the materials, , and/or to help students enjoy learning. Enrollment is by permission of the instructor. (1 or 2 units)"
CAS, Sociology,197, Sociology Research Lab,"Sociology Research Lab credit is for students working directly with a sociology faculty member on their research project(s). Students will work on projects up to 10 hours per week, as determined by the faculty research supervisor. Students accepted for the course  will register via permission number with their supervisor. Can be taken multiple times for credit.  (1 unit) "
CAS, Sociology,199, Directed Reading/Directed Research,Involves intensive reading in areas not emphasized by the department or independent research on specific topics not fully covered in departmental courses. May be repeated once for credit under certain circumstances and with the approval of the sociology chair. Written departmental approval necessary prior to registration. (4-5 units)
CAS, Theatre  and  Dance,1A, and 2A Critical Thinking and Writing I & II,"A two-course themed sequence featuring study and practice of academic discourse, with emphasis on critical reading and writing, composing processes, and rhetorical situations. The second course will feature more advanced study and practice of academic discourse, with additional emphasis on information literacy and skills related to developing and organizing longer and more complex documents. Themes address a variety of contemporary topics. Successful completion of CTW I (THTR 1A) is a prerequisite for CTW II (THTR 2A). (4 units each quarter)"
CAS, Theatre  and  Dance,7, Improv,"Designed for majors and nonmajors, Improv seeks to expand the participant’s capability for spontaneity, flexibility of thought, creativity, communication, and teamwork through the use of theatre games and specifically structured improvisation exercises. No previous acting experience is necessary for this course. Every level of performer or non-performer will have something to contribute and learn from this experience. Topics such as the impact of status on relationships, nonverbal communication, staying positive, building on ideas offered by others, and developing narratives will be explored throughout this class. (4 units)"
CAS, Theatre  and  Dance,8, Acting for All Majors,"Through standard theatre exercises, monologues, and scenes, students will explore basic principles and the process of acting. (4 units)"
CAS, Theatre  and  Dance,9, Defining the Performing Artist,"Being in tune as a performing artist means being aware of the connection between body, mind, and spirit. Topics include discussion of professional résumés, head shots, auditions, and career choices. Also, the implications of being a performing artist, body image and awareness, self-esteem, lifestyle/health choices, nutrition and diet, and stress management strategies. (4 units)"
CAS, Theatre  and  Dance,10, Introduction to Performance Collaboration,"This class introduces basic acting (character development, concept analysis) and dance concepts (dynamics, rhythm, shape) to explore creativity and performance with an emphasis on the collaborative process. The class culminates with a student-devised original work. (4 units)"
CAS, Theatre  and  Dance,11A, and 12A Cultures and Ideas I & II,"A two-course sequence focusing on a major theme in human experience and culture over a significant period of time. Courses emphasize either broad global interconnections or the construction of Western culture in its global context. Courses may address creativity and the use of space, the performing arts as reflections and constructions of culture, and other topics. Successful completion of C&I I (THTR 11A) is a prerequisite for C&I II (THTR 12A). (4 units each quarter)"
CAS, Theatre  and  Dance,21," Voice I: Voice, Speech, and Presentation Skills","Using physical exercises, breath work, speech, and resonance exercises, students will expand their knowledge of the mechanics of speech and increase their vocal potential and health onstage or in any public speaking environment. Though not required of majors, it is HIGHLY recommended for all majors to take this class. Priority given to theatre arts majors/minors. (4 units)"
CAS, Theatre  and  Dance,24, Intermediate Acting,"Advancing the acting curriculum begun in THTR 8 and THTR 10; improv, open scenes, monologues, and scripted scenes are used to explore and acquire a comprehensive process by which to create and sustain a truthful, imaginative, and physical character on stage. Application of the concepts of “objective/intention, actions, and qualities of action” are applied to scripted material. Students rehearse and perform scenes from plays in the global theatrical canon. Priority given to theatre arts majors, then to minors. Designed to follow THTR 8 and 10. Prerequisites: THTR 8 or permission of instructor. (4 units)"
CAS, Theatre  and  Dance,25, Stage Combat,"Learn the fundamental techniques of pre-planned, safely executed moves for unarmed, and rapier and dagger combat for the stage. (4 units)"
CAS, Theatre  and  Dance,27, Acting in New Plays,Discover the thrill of acting with new scripts where you are one of the first to ever create characters that inhabit these new worlds. Techniques learned will benefit your work on any script or screenplay. The work will culminate in a Week 10 in-class performance. Prerequisites: THTR 8 or permission of instructor. (4 units)
CAS, Theatre  and  Dance,28, Theatre to Go,"The development and production of a 40- to 45-minute play from various genres. Topics may include children’s theatre, Shakespeare, social justice, and documentary theatre. Plays will be taken out into the community for performance. Projects may be extended into a second quarter, in which case students may re-enroll for additional units. (2–4 units)"
CAS, Theatre  and  Dance,29, Rehearsal and Performance,"Active participation in the preparation and performance of departmental productions as actors, assistants to the director, dancers, and choreographers. Individual design/technical assignments. May be repeated for a total of 8 units. Prerequisite: Approval of director of production. (2 units)"
CAS, Theatre  and  Dance,30, Introduction to Design,"Explores the role of design as a part of the production process. Includes a study of the elements and principles of design as they apply to scenic, lighting, and costume design. Also included: design development and the role of each designer in the production. (4 units)"
CAS, Theatre  and  Dance,31, Introduction to Production,"Overview of the organization, concepts, terminology, and skills involved in technical theatre. Hands-on work in the scene shop. (4 units)"
CAS, Theatre  and  Dance,32, Costume Construction,"Introduction to making costumes: fabric/textile studies, sewing techniques, dyeing and ornamentation, and costume crafts. (4 units)"
CAS, Theatre  and  Dance,33, Stage Lighting,"Principles and practice. Color, instrumentation, basic electricity, and electronics. Elementary design theory and practice. (4 units)"
CAS, Theatre  and  Dance,35, Technical Theater I,"Through hands-on experience, we will explore technology used in theatrical effects. Offered in alternate years. (4 units)"
CAS, Theatre  and  Dance,36, Scene Painting,"Introduction to the styles, techniques, and application of scenic art as it relates to the theater.  Projects include interpreting painter's elevations and research, and applying various skills and textures to in-class assignments and practical application for department productions. Offered in alternate years. Prerequisite: THTR 30 or permission of instructor. (4 units)"
CAS, Theatre  and  Dance,37, Graphics & Rendering for Theatre Design,"Learn the skills and techniques used to communicate a set design.  Topics include drafting (both by hand and CAD), mechanical perspective, painter's elevations, and white model development. Offered in alternate years. Prerequisite: THTR 30 or permission of instructor. Prerequisite: THTR 30 or permission of instructor. (4 units)"
CAS, Theatre  and  Dance,38, Makeup for Stage,"Basic principles of makeup for the stage. Focus placed on the techniques of makeup with specific design for character: Youth, old age, fantasy and special problems. (2 units)"
